행정동,면적(㎢),총생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수_x,남자70세이상생활인구수_x,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수_x,여자70세이상생활인구수_x,총 노인 인구수,남자65세부터69세생활인구수_y,남자70세이상생활인구수_y,여자65세부터69세생활인구수_y,여자70세이상생활인구수_y,노인_의료복지시설수,노인_주거복지시설수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,총시설수
상도1동,1.51,46240.8084,1865.3062,4303.0808,2608.6431,1535.0403,1581.3528,1522.9404,1668.7382,1477.7199,1529.2198,939.3753,776.4413,1877.9089,1831.0155,4363.0765,2392.0636,1680.0131,1877.1151,1565.818,1726.7192,1619.7268,1667.1448,1402.7931,1114.8406,3314.7151,7083.9059,776.4413,1877.9089,1114.8406,3314.7151,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,15.0,24.0
상도2동,0.98,17731.7145,482.6901,682.4097,864.9265,637.5754,848.5785,768.6648,765.8032,703.4592,664.727,447.9593,308.0619,739.8282,472.3041,926.5435,994.6158,762.0915,947.3053,832.2712,902.2013,847.9692,795.6569,593.4119,555.3937,1187.2663,2790.5501,308.0619,739.8282,555.3937,1187.2663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,16.0
상도3동,0.6,17883.6213,427.4967,534.612,808.9435,852.6544,835.801,754.7512,693.6819,675.9595,654.3219,550.0099,365.058,838.2792,422.0419,755.2354,1064.5384,923.0947,944.1962,690.6604,714.3285,739.0166,830.2046,729.4032,557.7623,1521.5699,3282.6694,365.058,838.2792,557.7623,1521.5699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
상도4동,0.75,22591.9883,457.1127,746.7211,910.4473,885.5493,1147.031,1061.4794,859.1834,947.5938,818.1227,566.5224,483.1513,1043.145,520.537,845.6345,1194.2941,1155.9127,1393.6862,1055.1915,1070.2566,918.2936,1092.954,922.7636,700.9706,1795.4345,4022.7014,483.1513,1043.145,700.9706,1795.4345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0
사당1동,0.79,20181.1594,305.6057,569.5423,1333.6921,1383.3899,1229.254,749.6973,864.8424,656.5679,650.5319,487.3334,401.7715,765.1992,354.955,1056.2989,1662.1286,1277.2975,1073.7026,783.2011,836.7322,621.851,667.9248,673.3452,538.9822,1237.3127,2943.2656,401.7715,765.1992,538.9822,1237.3127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
사당3동,0.92,17483.3028,393.458,496.5684,515.1202,615.0838,841.5821,792.9108,750.5257,771.823,670.8197,506.2777,430.4044,978.5924,418.9587,727.0983,741.6544,699.3804,1095.4322,878.2411,809.1513,709.263,792.8452,619.7929,571.6664,1656.6527,3637.3159,430.4044,978.5924,571.6664,1656.6527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
사당4동,0.38,14321.1706,303.8639,341.9717,761.9658,750.3728,826.335,601.112,599.8183,522.7829,556.1783,404.8733,330.5937,556.0768,244.6777,628.5074,925.4125,841.5244,712.4722,530.1373,596.9611,552.144,571.8349,557.7665,476.7433,1127.0448,2490.4586,330.5937,556.0768,476.7433,1127.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
사당5동,0.57,11062.6785,354.4559,302.6227,383.4516,505.2906,565.1566,506.9038,573.2717,435.4868,410.973,315.8737,240.5154,462.4986,284.9065,399.2453,493.4034,577.2559,659.0451,575.818,561.6676,411.0232,458.6854,446.2029,298.8857,840.0391,1841.9388,240.5154,462.4986,298.8857,840.0391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0
대방동,1.55,37731.3556,1256.4125,1637.5127,1722.789,1578.3257,1675.7732,1554.1808,1673.8395,1570.4638,1535.605,1007.3283,635.4578,1423.9115,1351.5208,1874.3568,2300.1573,1798.6672,1789.0786,1762.3524,1749.5163,1672.3219,1585.2355,1131.3571,911.5682,2533.6237,5504.5612,635.4578,1423.9115,911.5682,2533.6237,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,16.0,20.0
신대방1동,0.62,20302.2769,607.1357,583.4162,942.5452,909.9869,880.8519,861.973,1056.9312,840.2347,929.4911,586.0931,418.2938,824.2742,607.1443,832.1769,1108.1454,909.5729,1064.632,899.8954,1058.8929,856.2293,910.0096,723.0354,537.7784,1353.5374,3133.8838,418.2938,824.2742,537.7784,1353.5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0
신대방2동,1.03,19932.4732,480.1654,672.2102,1074.5539,940.0093,1011.6232,792.0298,928.087,706.3474,675.8977,521.3776,389.3007,867.1137,464.1211,771.5369,1297.4826,1068.0929,1040.9693,920.7353,1015.3204,858.9948,719.2093,662.1506,494.431,1560.7131,3311.5585,389.3007,867.1137,494.431,1560.7131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
흑석동,1.68,30047.2858,1535.0204,2657.7997,1439.7635,720.0422,906.19,1157.578,1238.4124,977.0894,1080.8469,709.6759,527.4691,1022.1284,1428.7617,2893.259,1425.7819,888.4766,1258.9378,1277.3584,1202.2947,1126.697,1060.1192,900.6174,703.9612,1909.005,4162.5637,527.4691,1022.1284,703.9612,1909.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,18.0
노량진1동,1.58,32091.4473,829.9944,1966.9305,3120.5828,2088.1699,1819.7106,1298.8788,1122.7966,1059.2039,1000.8547,644.4951,447.1307,1063.8898,604.6952,2517.1635,2419.6341,1464.2749,1568.0256,1033.6847,913.0405,938.6768,1058.4072,774.0995,582.5097,1754.5978,3848.128,447.1307,1063.8898,582.5097,1754.5978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20.0,23.0
사당2동,2.75,29611.7867,837.3297,1090.3327,1121.9244,1114.6665,1391.38,1295.7116,1414.4821,1298.9152,1255.8342,882.0981,583.3919,1434.4986,727.1483,1046.4167,1210.075,1288.4183,1626.0269,1392.8903,1529.0574,1272.2392,1301.8717,1021.309,920.4002,2555.3687,5493.6594,583.3919,1434.4986,920.4002,2555.3687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
보라매동,0.76,16778.6924,266.135,514.5248,1019.4613,1024.9814,912.3843,777.5395,691.7075,649.5524,619.7916,471.0795,326.902,645.3744,313.7123,707.3197,1360.2555,1069.0872,811.9563,631.4924,691.345,583.8708,578.5583,513.9479,406.1613,1191.552,2569.9897,326.902,645.3744,406.1613,1191.552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
청림동,0.3,12556.1573,321.5048,385.3797,342.6256,446.5386,731.7304,632.0615,647.4509,512.2509,460.7154,376.0104,251.5152,635.1269,315.4393,413.2711,415.2214,579.0508,709.7966,673.4867,598.6371,647.5243,515.2276,477.743,396.1752,1071.6739,2354.4912,251.5152,635.1269,396.1752,1071.6739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0
행운동,0.72,26437.6045,491.9889,983.2378,2160.2077,1742.7342,1402.8867,904.9064,1032.2381,795.6446,775.7616,552.1741,367.4918,889.1635,550.8617,1938.637,2541.6773,1762.097,1361.6034,909.7434,808.0294,715.6886,876.1355,729.7785,513.3794,1631.5379,3401.5726,367.4918,889.1635,513.3794,1631.5379,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,7.0,14.0
낙성대동,2.27,25866.4862,1690.9221,2230.2704,2495.0897,1641.5351,1310.0477,758.1836,783.7836,626.1265,525.6999,393.2849,254.3371,504.2172,1461.3951,2852.6676,2312.6285,1392.6222,1039.0156,652.4353,605.5267,478.7425,462.4525,365.9524,271.0874,758.4626,1788.1043,254.3371,504.2172,271.0874,758.4626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
중앙동,0.39,13790.0564,192.0506,644.5088,1147.659,930.5807,762.3638,444.5036,521.5757,440.8842,378.2134,289.4001,198.5828,538.1652,238.7084,1034.6954,1487.4534,1004.4903,581.6481,436.345,470.8887,318.929,402.5208,313.5105,255.6522,756.7267,1749.1269,198.5828,538.1652,255.6522,756.7267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
인헌동,1.08,24521.8706,558.2614,993.2276,1770.6618,1466.6798,1181.208,885.0298,1055.8365,772.737,669.3636,572.0799,339.2242,989.8215,494.7544,1521.6193,2273.3767,1416.992,1314.2466,871.4526,919.7052,884.9314,908.493,716.3197,567.5253,1378.3233,3274.8943,339.2242,989.8215,567.5253,1378.3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
남현동,3.27,21349.3602,393.9095,1284.9673,1450.8475,1230.659,1114.1505,775.2362,768.7959,673.5815,690.0347,551.9754,424.5128,1031.736,378.2269,987.9397,1489.078,1141.3753,1077.1462,762.0803,801.0322,749.6743,855.0925,675.0537,591.6029,1450.6519,3498.5036,424.5128,1031.736,591.6029,1450.6519,,,,,,,,,,,
서원동,0.65,21233.741,243.3327,1014.1655,2129.0491,1757.3879,1345.0647,869.3939,837.3507,723.6472,581.4315,405.4346,283.7028,741.2745,330.8268,1398.1552,1928.1546,1243.4278,876.9569,610.9911,607.0415,526.0944,627.2823,526.8151,436.068,1190.6922,2651.7375,283.7028,741.2745,436.068,1190.6922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
신원동,0.55,16067.4613,194.4391,718.449,1358.7625,1223.9573,876.9098,703.7162,642.9812,479.3426,523.711,396.7604,258.3724,521.6095,252.0896,947.2719,1520.7229,1030.809,725.2058,468.7927,532.3355,497.5219,491.3097,416.4305,353.5855,932.3753,2065.9427,258.3724,521.6095,353.5855,932.3753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
서림동,0.99,19726.5988,509.5944,1405.3426,1759.745,1242.014,1175.3461,864.2721,846.7394,733.9267,651.4006,434.5684,319.6439,708.266,400.181,1367.8395,1387.5266,920.0683,765.3675,604.9642,593.7006,577.6796,537.2768,429.0488,407.6553,1084.4314,2519.9966,319.6439,708.266,407.6553,1084.4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
신사동,0.64,22309.3604,354.8915,880.5793,1927.7229,1409.6926,1189.7076,794.3082,880.1405,690.2276,730.5992,587.455,314.6915,789.9099,314.3117,1552.706,2268.1513,1435.1219,891.8188,724.3724,733.9774,694.3737,735.6544,587.357,515.5655,1306.0245,2926.1914,314.6915,789.9099,515.5655,1306.0245,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,27.0,38.0
신림동,0.54,29775.4212,319.404,1787.172,3508.3285,2752.1971,1994.8948,1202.5224,1166.9308,851.1821,665.2349,422.8532,310.2736,550.166,387.6375,2440.7391,3536.0459,2133.6227,1403.7885,827.2365,740.5468,518.7488,439.8043,441.8716,327.8087,1046.4114,2234.6597,310.2736,550.166,327.8087,1046.4114,26.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,59.0,92.0
난향동,0.8,10362.2942,263.4416,190.8099,268.3572,312.5774,412.0711,451.2608,709.5573,545.229,514.7414,315.668,243.7591,461.3312,333.2157,340.2476,284.2621,300.196,535.9752,544.2828,653.3009,565.1937,588.9308,381.8248,320.4693,825.5913,1851.1509,243.7591,461.3312,320.4693,825.5913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조원동,0.67,30439.2189,369.5856,849.596,2130.191,2041.0228,2188.8884,1659.4115,1743.2027,1283.0427,1127.8933,824.3709,436.8475,969.0922,327.4729,1475.9326,2466.1594,1911.9781,1820.6436,1285.7772,1184.898,843.0273,948.2305,764.3761,561.4691,1226.1095,3193.5183,436.8475,969.0922,561.4691,1226.1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
대학동,8.3,30114.3409,1029.9035,3253.1748,3189.4106,1738.6303,1522.5457,1181.712,1179.6431,1195.989,938.2972,627.0769,360.3184,892.3093,902.908,3018.8684,2517.3959,1178.6319,922.1475,606.3343,681.1259,483.8142,627.739,450.9394,404.1008,1211.3248,2868.0533,360.3184,892.3093,404.1008,1211.3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
은천동,0.78,27960.9048,722.8303,856.5354,1644.2012,1432.8339,1466.1257,1124.3945,1254.9571,1086.2329,984.5578,734.9546,563.2929,1021.9846,605.6074,1377.7712,2002.5474,1636.7307,1402.2454,1119.0235,1159.4233,1141.1237,1136.2188,858.4894,703.9269,1924.8962,4214.1006,563.2929,1021.9846,703.9269,1924.8962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
성현동,0.68,20743.5752,681.5135,585.671,702.3503,762.9932,932.1681,946.1524,1041.0255,986.6222,814.2467,554.858,418.9219,907.7174,589.4023,770.8754,864.0631,985.702,1022.9584,970.24,1306.8139,1019.6769,994.3292,671.0316,549.828,1664.4142,3540.8815,418.9219,907.7174,549.828,1664.4142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
청룡동,1.18,41375.6241,764.9301,2597.1056,3956.8966,2586.0862,2060.8609,1352.9562,1337.2932,1220.7356,1037.0093,741.0934,567.864,1255.8494,939.5219,3664.6196,4738.962,2655.845,1829.4213,1181.5735,1194.7028,987.1595,1154.0104,819.6974,732.059,1999.3712,4555.1436,567.864,1255.8494,732.059,1999.3712,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,14.0
난곡동,0.96,17332.9346,559.9566,496.0564,709.5773,749.3664,793.5468,695.0882,801.439,735.6708,741.6639,679.6409,405.3712,907.8691,410.6972,638.4202,758.957,702.0657,831.4122,607.193,778.5904,671.8386,797.386,793.1229,576.2667,1491.7381,3381.2451,405.3712,907.8691,576.2667,1491.7381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
삼성동,2.66,20486.8375,443.8266,770.7728,1023.2998,750.4275,993.2506,844.6549,845.048,952.9805,962.9452,731.5402,540.5644,1236.4823,444.8718,937.4269,974.0492,684.4081,707.5392,586.2139,795.4783,720.3212,991.6151,764.0818,755.5482,2029.491,4562.0859,540.5644,1236.4823,755.5482,2029.491,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0
미성동,1.38,20605.3007,477.5612,534.3843,843.7033,875.3643,934.3496,812.141,948.3192,941.5051,864.3955,629.8873,468.6211,1059.9567,489.2571,789.5748,1061.6755,944.4166,931.1385,870.4323,944.5974,924.9143,897.7413,810.8905,642.2006,1908.2732,4079.0516,468.6211,1059.9567,642.2006,1908.2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서초1동,1.42,23149.1396,672.2623,654.4629,715.0461,901.9247,1118.1158,1251.0351,1338.5053,1257.9528,998.4263,582.2493,363.7,1022.6776,845.3153,1056.8159,918.3951,954.0274,1197.8392,1258.8809,1437.5899,1073.9583,867.4333,678.0261,459.915,1524.585,3370.8776,363.7,1022.6776,459.915,1524.585,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,9.0
서초2동,1.24,31927.2608,847.9243,696.8773,1233.0076,1656.5646,2151.9726,2050.2279,2216.4253,1687.7247,1235.2144,643.2959,470.0108,872.0477,810.5831,1069.9718,1692.3284,1740.8307,2175.1865,1956.9367,1864.5363,1176.9167,1003.8908,630.1232,486.3171,1558.3464,3386.722,470.0108,872.0477,486.3171,1558.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
서초3동,2.93,41791.8175,1464.522,1234.3589,1641.1775,1785.498,2083.3153,2108.6596,2330.4963,2235.5701,1911.9055,1205.4325,776.7711,1496.5218,1206.2365,1714.1847,2157.6752,2186.2203,2199.4498,2004.8374,2293.2979,1910.5576,1571.6075,1142.7182,876.6681,2254.1357,5404.0967,776.7711,1496.5218,876.6681,2254.1357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,10.0
서초4동,0.88,31247.2474,1491.2345,997.7867,1048.536,923.8944,1252.0585,1842.1361,2384.2867,1695.7133,1340.7956,721.1543,477.5378,1094.4373,1317.208,1221.4869,1163.2982,1004.0576,1434.0991,2117.9149,2100.0304,1412.6628,1149.9986,697.3022,619.244,1740.3735,3931.5926,477.5378,1094.4373,619.244,1740.3735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
잠원동,1.76,31896.8276,1223.8777,819.7631,883.6398,899.5755,1406.3385,1728.3148,2281.2675,1662.5579,1512.1337,784.5213,493.6482,1043.2205,1385.3617,946.0638,1036.1551,1145.3576,1831.6581,1824.8339,2366.0404,1634.6243,1314.5758,933.0115,719.0189,2021.268,4277.1556,493.6482,1043.2205,719.0189,2021.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,15.0
반포본동,1.01,3149.7709,138.8498,115.4475,102.2303,101.447,126.0921,121.2259,193.2217,160.8592,144.5148,100.3919,52.5484,134.2736,163.2542,149.735,138.1653,96.9472,143.906,159.5339,183.0804,159.2667,126.8253,77.062,82.1766,178.7161,447.7147,52.5484,134.2736,82.1766,178.7161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
반포1동,1.0,27310.1976,908.5632,653.6982,1020.5662,1105.4226,1469.0006,1757.8138,2059.1544,1508.3097,932.633,633.3769,389.2496,779.6319,816.5944,1017.1111,1316.296,1109.5386,1669.6962,1841.8154,1865.1806,1097.8379,863.7987,593.6887,506.4275,1394.7924,3070.1014,389.2496,779.6319,506.4275,1394.7924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
반포2동,1.35,19909.5872,1036.4458,395.0235,374.6457,329.9808,659.93,1185.7292,1400.4893,1253.7378,840.8806,533.951,328.551,780.2318,1049.253,620.42,430.1603,477.1229,1044.4063,1410.5355,1523.8858,1133.2631,822.4045,574.9635,393.7571,1309.8187,2812.3586,328.551,780.2318,393.7571,1309.8187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0
반포3동,1.28,19670.0238,1120.3532,622.8541,448.347,371.1003,686.8467,953.343,1172.004,1154.5007,955.0944,527.8511,339.028,763.2859,966.4976,721.7834,479.133,537.964,940.8722,1181.8425,1568.5024,1093.4072,874.3362,500.9726,417.0717,1273.0326,2792.4182,339.028,763.2859,417.0717,1273.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
반포4동,1.43,23743.5585,859.9671,527.397,554.6113,509.7975,885.0316,1272.4371,1721.558,1274.6708,1052.6963,674.3288,492.2683,1058.3684,881.5995,647.7061,715.6963,727.56,1266.2394,1667.7373,1679.1265,1211.5321,1036.0152,717.8021,638.4183,1670.9935,3860.0485,492.2683,1058.3684,638.4183,1670.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
방배본동,0.67,16170.5485,639.9391,403.6971,398.8884,437.5783,544.9758,695.0875,968.5452,824.7709,753.0199,461.9362,304.3407,800.5046,759.5455,548.8142,516.9898,543.2923,753.932,850.8441,1163.165,959.6827,769.9776,482.1305,426.5746,1162.3165,2693.7364,304.3407,800.5046,426.5746,1162.3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
방배1동,0.7,14771.7286,570.2748,502.0463,496.6494,569.1755,665.0678,618.8207,837.9371,600.9208,492.3659,322.5868,299.7207,686.5908,532.8748,493.6061,574.4508,668.1541,1020.4283,702.2562,780.6091,657.456,636.1685,473.7455,337.4765,1232.3461,2556.1341,299.7207,686.5908,337.4765,1232.3461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0
방배2동,1.93,14395.0013,390.7034,505.0416,579.3351,598.9708,631.6487,681.3791,697.1657,569.5434,512.4046,393.953,279.7772,678.1266,517.9389,486.4371,640.5381,664.1515,749.622,658.3219,641.6441,626.9691,652.8246,543.8601,451.5709,1243.0738,2652.5485,279.7772,678.1266,451.5709,1243.0738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0
방배3동,2.4,23688.3579,900.8424,835.0802,735.9423,734.7565,991.1503,1142.0856,1192.172,1111.3056,910.9137,698.1188,483.595,1088.9418,802.5433,943.8991,1036.2625,861.5725,1199.7028,1211.5981,1325.1941,1091.2323,1111.9316,817.1933,661.2846,1801.0395,4034.8609,483.595,1088.9418,661.2846,1801.0395,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,9.0,14.0
방배4동,0.95,23728.542,862.4895,591.5457,763.3113,778.5079,963.0715,1023.6545,1370.178,1028.907,1056.6033,609.5125,472.4655,878.4954,871.5505,773.1242,957.4217,969.0681,1248.3793,1399.491,1646.8488,1211.7625,1143.3694,860.7692,628.5888,1619.4264,3598.9761,472.4655,878.4954,628.5888,1619.4264,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0
양재1동,5.76,44362.0351,1317.8604,1009.384,1477.7123,1863.9552,2361.4503,2352.7988,2745.2867,2285.2079,1743.8076,1246.2444,892.7197,1866.5589,1448.5712,1351.114,1683.9646,1817.2092,2510.6392,2133.5814,2470.6102,1813.8226,1741.7409,1423.4009,1174.8283,3629.5664,7563.6733,892.7197,1866.5589,1174.8283,3629.5664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,27.0
양재2동,7.58,26361.6286,570.1565,603.7993,1249.1962,1488.1671,1789.3593,1585.6704,1745.3128,1390.687,1313.6551,772.4755,549.967,758.4858,496.8757,749.878,1258.2124,1250.1649,1453.4595,1313.9994,1275.0477,1024.833,982.8506,772.5339,587.9709,1378.8706,3275.2943,549.967,758.4858,587.9709,1378.8706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0
내곡동,12.68,13910.2437,425.773,997.1366,383.9044,379.1599,625.3458,641.1372,860.698,630.8407,519.9555,432.8563,409.5561,690.6284,354.9906,219.3517,384.7191,419.6903,686.476,789.4212,776.4083,543.6685,532.7993,500.3753,485.6559,1219.6956,2805.536,409.5561,690.6284,485.6559,1219.6956,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,16.0,23.0
신사동,1.89,22309.3604,354.8915,880.5793,1927.7229,1409.6926,1189.7076,794.3082,880.1405,690.2276,730.5992,587.455,314.6915,789.9099,314.3117,1552.706,2268.1513,1435.1219,891.8188,724.3724,733.9774,694.3737,735.6544,587.357,515.5655,1306.0245,2926.1914,314.6915,789.9099,515.5655,1306.0245,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,27.0,38.0
개포3동,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0
논현1동,1.25,31818.9111,584.1065,1025.5564,1934.8782,2018.8867,2229.6055,1784.7487,2074.28,1331.7557,986.2711,547.2912,340.9073,825.0797,484.0314,1560.4862,2320.7897,2125.0665,2051.7781,1525.2562,1554.6879,982.8012,926.9975,628.4047,480.7306,1494.5141,3141.2317,340.9073,825.0797,480.7306,1494.5141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0
논현2동,1.47,33128.7904,719.2076,773.6679,1403.7404,1597.8224,2123.5368,2205.8973,2315.8275,1703.2112,1262.4669,870.8788,459.9407,954.5749,536.3386,1098.4453,1832.6762,1783.2087,2135.6142,1840.759,1813.0115,1321.1957,1131.1309,845.9521,556.616,1843.0698,3814.2014,459.9407,954.5749,556.616,1843.0698,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,9.0
삼성1동,1.94,18526.7889,537.6882,351.5861,765.1587,832.4968,1123.6792,1150.8611,1408.3252,1103.1055,820.9647,614.5892,373.8886,615.489,366.9751,538.4954,788.8577,880.6826,971.8078,919.9049,1131.098,780.5752,686.6663,532.7205,303.0893,928.0838,2220.5507,373.8886,615.489,303.0893,928.0838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0
삼성2동,1.24,31123.0116,1187.0314,791.825,1096.3779,1168.3989,1612.0286,1728.9684,2268.2559,1721.3115,1354.0987,692.2608,385.1827,898.0104,837.7468,912.588,1284.3849,1428.4709,1904.5878,1969.4145,2347.5293,1511.5827,1096.9472,776.9097,521.0934,1628.0062,3432.2927,385.1827,898.0104,521.0934,1628.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
대치1동,0.79,22835.1761,2326.9901,522.2269,334.94,252.6767,367.3919,1023.4888,1967.4573,1501.3328,869.9388,442.4812,339.111,826.4227,1925.6352,553.4157,370.5783,292.1846,751.9008,1629.068,2377.2297,1302.7543,732.4213,519.3933,437.9573,1168.1794,2771.6704,339.111,826.4227,437.9573,1168.1794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0
대치2동,2.0,31143.3859,2754.7958,762.9162,649.1635,797.4549,1026.5504,1511.4004,2311.9052,1744.2006,1259.0655,774.6561,559.6782,1325.7307,1577.1158,912.2953,671.2348,739.6678,1092.2076,1891.5436,2711.88,1494.4118,1068.7882,854.0023,690.6873,1962.0339,4538.1301,559.6782,1325.7307,690.6873,1962.0339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,12.0
대치4동,0.73,28214.3796,2006.1034,960.0804,1087.4678,1169.8167,1453.2146,1381.6304,1765.566,1623.6339,1143.4415,598.2482,348.5956,620.802,1499.1076,1009.9643,1229.2382,1110.8045,1371.1766,1442.7023,1841.932,1446.0366,1001.2391,683.0252,421.4128,999.1399,2389.9503,348.5956,620.802,421.4128,999.1399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
역삼1동,2.35,66576.1636,1148.3424,2143.2498,4003.9387,4595.5905,5421.1064,4606.1048,4465.8136,3187.9874,2179.9341,1166.0472,793.3334,1424.8158,1253.7831,3126.9944,4892.4237,4459.8457,4280.7918,3178.003,2740.0752,1900.9342,1492.0216,1185.4119,815.0179,2114.597,5147.7641,793.3334,1424.8158,815.0179,2114.597,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,10.0
역삼2동,1.15,40087.5703,1953.6243,1019.5038,1306.0433,1479.413,1926.3585,2237.6215,3065.6261,2209.5421,1667.6897,910.974,604.5034,1001.7334,2124.0432,1418.0466,1744.0196,1464.6639,1895.2183,2548.7916,3191.9947,1930.6355,1248.6096,773.4146,643.9827,1721.5169,3971.7364,604.5034,1001.7334,643.9827,1721.5169,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,15.0,18.0
