행정동,면적(㎢),총생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수_x,남자70세이상생활인구수_x,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수_x,여자70세이상생활인구수_x,총 노인 인구수,남자65세부터69세생활인구수_y,남자70세이상생활인구수_y,여자65세부터69세생활인구수_y,여자70세이상생활인구수_y,노인_의료복지시설수,노인_주거복지시설수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,총시설수
화양동,1.16,40300.9482,1699.1743,5282.0364,3386.2808,1972.8657,1416.4888,979.079,920.8057,707.7774,677.9068,499.123,308.034,717.216,1984.4414,7055.0847,4360.7555,1974.4672,1366.2328,876.8249,757.6747,674.4635,740.6612,547.4908,425.2263,970.8373,2421.3136,308.034,717.216,425.2263,970.8373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
군자동,0.74,22656.6466,835.1851,1907.5369,1517.3197,1068.8225,965.8944,820.0061,855.7432,638.1074,624.4786,388.0271,335.9594,625.2297,806.7079,2274.1235,1941.3304,1289.7144,1017.7962,809.1436,733.766,567.6478,635.4005,512.8918,411.0191,1074.7953,2447.0035,335.9594,625.2297,411.0191,1074.7953,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0
중곡1동,0.62,14045.0034,252.3508,414.4617,713.7637,799.0809,861.8176,592.0032,653.0565,469.2949,524.94,412.3652,231.924,493.9004,181.1397,688.5983,1024.9117,948.9526,822.7729,637.6491,517.8688,496.2919,626.9525,477.4707,397.3004,806.1359,1929.2607,231.924,493.9004,397.3004,806.1359,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0
중곡2동,0.55,19320.5702,514.5331,681.3769,931.9363,929.6015,931.4946,826.3535,753.7932,679.1264,805.0683,626.7586,401.8139,761.3263,421.26,754.7321,1212.6865,1035.8577,1131.7723,848.1641,764.962,808.9657,872.0221,706.3107,552.8189,1367.8355,3083.7946,401.8139,761.3263,552.8189,1367.8355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
중곡3동,0.6,12110.057,246.7797,320.3703,587.8882,568.7194,612.2673,509.8722,487.4354,455.6614,499.3804,443.9226,287.9153,537.2188,233.3227,397.4763,711.3525,624.1641,717.0701,431.9752,504.1088,541.9283,607.1777,528.3934,375.535,880.1219,2080.791,287.9153,537.2188,375.535,880.1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
중곡4동,2.32,22928.3725,424.3543,510.2063,932.6552,924.268,971.5178,867.4195,962.3267,862.8377,954.126,958.3573,646.9155,1241.88,545.3106,672.6624,1104.7344,1097.6255,1220.2839,828.0735,1042.3799,984.0397,1322.7102,1081.4171,812.8661,1959.4049,4661.0665,646.9155,1241.88,812.8661,1959.4049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
능동,1.1,10804.6143,224.6453,510.8355,634.7009,552.9268,576.0837,503.7074,431.079,347.0192,334.4387,237.4195,140.0898,415.4362,218.5747,669.5165,810.1564,707.7746,728.1397,465.0349,446.201,350.6492,357.8389,259.9053,204.7912,677.6499,1437.9671,140.0898,415.4362,204.7912,677.6499,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0
구의1동,0.56,21520.2182,469.449,797.304,1332.3092,1153.0731,1081.6768,810.207,1039.7801,801.9017,742.0061,553.2138,335.5957,711.7755,571.0713,1084.6375,1735.2056,1303.3806,1123.411,871.227,1075.2239,779.678,823.5499,693.5118,482.226,1148.8036,2678.4008,335.5957,711.7755,482.226,1148.8036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
구의2동,1.39,18279.3933,538.6217,551.5289,673.4259,670.5069,757.0531,719.1488,742.3506,735.3859,738.8405,607.2036,385.8006,844.4917,689.4143,615.9695,781.2649,903.425,905.5226,789.753,976.828,863.3505,876.3215,829.9044,578.8913,1504.3901,3313.5737,385.8006,844.4917,578.8913,1504.3901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
구의3동,1.02,24039.7124,783.987,603.7513,796.9608,803.9291,1127.1274,1025.1256,1249.2144,991.9807,1153.4081,648.4914,482.0029,1049.5347,1003.3744,898.8209,992.3291,1024.4307,1281.2537,1264.0782,1366.3621,1265.1227,1132.9078,797.4545,693.26,1604.8049,3829.6025,482.0029,1049.5347,693.26,1604.8049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,11.0
광장동,2.39,29560.0564,1600.1622,916.6387,807.4161,627.622,998.9089,1402.03,1727.6443,1390.6963,1338.4094,847.8687,580.1759,1324.5295,1594.3342,1069.4115,897.8468,745.8296,1309.5579,2016.4426,2202.4223,1586.1949,1342.1536,936.6555,684.9814,1612.1241,4201.8109,580.1759,1324.5295,684.9814,1612.1241,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,26.0
자양1동,0.57,23386.8973,888.883,1285.2002,1339.6807,1124.8285,1022.3263,875.1918,925.1336,855.8115,761.1436,611.7871,408.7147,757.7818,763.7252,1703.0037,1648.6087,1349.7064,1116.3777,839.0748,896.4969,728.5621,923.4233,802.2154,535.0998,1224.1205,2925.7168,408.7147,757.7818,535.0998,1224.1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
자양2동,1.68,22006.8276,570.7891,565.5159,841.9053,1023.1613,1241.8504,913.5207,984.5927,935.9104,905.3686,624.4005,510.6241,994.8606,615.7205,722.9898,1030.6183,1102.6149,1340.5972,1088.7457,1116.5384,877.5529,925.8733,807.9259,668.018,1597.1331,3770.6358,510.6241,994.8606,668.018,1597.1331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,13.0
자양3동,1.2,24596.4569,827.2344,910.4388,887.2559,1049.4747,1149.2758,1071.1531,1195.1595,914.013,1064.1328,672.2831,533.4646,1067.3024,755.0053,1030.7605,1176.38,1077.2238,1222.9104,1248.9629,1366.9534,1027.8048,1034.8037,937.1537,618.2802,1759.0301,3978.0773,533.4646,1067.3024,618.2802,1759.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,19.0
자양4동,1.16,24616.3686,519.2321,1384.9672,1319.6853,1144.7243,1192.5126,1018.7666,909.8621,1027.6,958.7109,772.5385,513.3288,880.3865,755.1247,1988.7307,1645.3918,1166.23,1142.7937,904.2029,882.2113,753.7428,901.3125,784.9446,578.7442,1470.6245,3443.084,513.3288,880.3865,578.7442,1470.6245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
회기동,0.76,17777.0863,847.7833,2237.9258,1106.2904,497.3248,524.1129,393.7483,433.085,354.753,342.3045,260.4921,194.0851,487.8633,912.0799,3688.9988,1340.289,481.1381,444.6538,374.746,475.3773,431.6467,332.2812,375.124,274.9393,966.0437,1922.9314,194.0851,487.8633,274.9393,966.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
휘경1동,0.63,19554.6624,416.8125,1542.0586,1107.7998,766.3015,848.9204,739.5988,590.0581,528.1458,621.9657,448.5699,243.3283,639.2824,700.9429,2660.1408,1414.0286,949.2717,971.3478,609.3372,637.0736,547.3965,629.9006,525.8004,357.0915,1059.489,2299.1912,243.3283,639.2824,357.0915,1059.489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0
휘경2동,1.05,19558.1268,652.4483,1724.6681,1152.5744,674.0813,676.5089,728.0455,773.7127,640.1569,536.5472,417.3335,336.1784,847.931,701.2772,1966.8874,1278.8338,672.6679,724.4085,558.5004,760.7285,613.9958,702.872,649.917,445.6001,1322.252,2951.9615,336.1784,847.931,445.6001,1322.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
청량리동,1.2,16016.4275,316.2203,533.2391,593.4245,532.6694,635.8987,569.1134,634.7686,613.7532,693.4859,606.1856,469.8559,1143.5803,343.205,901.2672,755.2181,555.4455,605.4818,560.9391,595.9377,647.4418,658.8667,683.773,591.4815,1775.1752,3980.0929,469.8559,1143.5803,591.4815,1775.1752,,,,,,,,,,,
용신동,1.61,34601.2817,694.6632,1553.4172,1707.6075,1529.9067,1745.006,1584.1683,1473.2633,1338.7222,1369.931,1039.1115,749.1083,1596.7408,723.0685,2495.1591,2160.2094,1760.973,1819.8191,1318.636,1341.6384,1267.7579,1317.4906,1043.7671,834.0358,2137.0808,5316.9657,749.1083,1596.7408,834.0358,2137.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
제기동,1.18,27707.5517,1002.5465,2053.3384,1512.131,922.7533,945.2664,812.4227,956.4689,968.5453,1015.6757,802.0432,630.8898,1414.1883,982.7506,3357.5476,1518.003,875.1668,917.1486,676.4748,877.223,777.4339,1006.0681,834.5396,694.1606,2154.7656,4894.0043,630.8898,1414.1883,694.1606,2154.7656,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,29.0
전농1동,1.19,31193.8604,1074.702,1710.487,1469.1674,1197.1011,1381.9662,1184.2197,1565.2961,1191.1669,1208.0483,836.598,646.4312,1312.1676,1041.1468,2102.2567,1660.4877,1264.7604,1292.571,1261.6742,1325.5063,1267.878,1239.5073,1025.5283,739.6139,2195.5783,4893.791,646.4312,1312.1676,739.6139,2195.5783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,15.0
전농2동,0.86,12691.4965,470.2459,425.6335,394.6036,364.8904,531.8448,548.8785,574.5977,586.2569,564.4699,435.8662,302.1383,628.2582,461.8482,613.8494,431.2178,453.0833,668.4289,601.4403,623.2927,505.0188,542.5745,526.0424,399.5636,1037.4527,2367.4128,302.1383,628.2582,399.5636,1037.4527,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,11.0
답십리1동,0.81,22533.0901,472.6184,533.026,785.7789,958.1689,1228.9847,1087.0969,1183.2726,912.0263,884.2594,692.9873,480.6818,753.7537,593.5169,948.6107,1153.7472,1264.1257,1564.7807,1300.8201,1071.4573,975.1338,860.8709,800.1513,505.5369,1521.6837,3261.6561,480.6818,753.7537,505.5369,1521.6837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
답십리2동,0.85,21789.3672,354.9944,491.4355,630.5578,814.0072,1155.8395,964.3636,1069.7173,954.5808,916.2076,771.1196,538.6913,1117.0279,501.01,634.5706,785.6724,988.6671,1317.3056,1145.0672,1038.5209,912.6384,983.7669,969.9272,740.7643,1992.9141,4389.3976,538.6913,1117.0279,740.7643,1992.9141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,19.0
장안1동,1.25,33331.5611,687.6781,898.0608,1366.282,1470.0603,1738.5468,1928.9591,1880.6021,1393.0083,1234.6169,990.5656,723.0128,1401.1304,729.7545,1309.3472,1725.6351,1599.104,1928.2533,1943.4025,1703.4004,1198.1753,1250.4147,1157.0928,832.7787,2241.6794,5198.6013,723.0128,1401.1304,832.7787,2241.6794,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,9.0,14.0
장안2동,1.09,25119.6803,683.4795,535.2042,870.9723,897.9449,1141.2648,1366.9569,1356.3632,1143.966,1080.832,662.929,517.2901,1164.5927,706.9476,1054.9842,1124.7803,1048.9047,1483.4147,1432.7233,1385.0706,1064.6367,1046.2699,829.7297,646.5313,1873.8917,4202.3058,517.2901,1164.5927,646.5313,1873.8917,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,12.0,22.0
이문1동,1.04,36931.3591,1558.7937,3776.3183,1978.4197,1144.4296,1510.2161,1290.6345,1084.1437,935.2907,916.9601,642.4092,419.9768,837.7718,1984.9721,6107.564,2171.8948,1507.1451,1817.0489,1156.3072,1192.6542,1165.6317,1006.3713,659.9394,593.7549,1472.7113,3324.2148,419.9768,837.7718,593.7549,1472.7113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0
이문2동,0.69,13761.2869,466.7337,669.2164,493.9629,405.0795,564.4379,531.8197,682.8677,610.2657,524.5524,430.1622,296.5763,717.3787,438.0147,728.3214,631.7451,567.8174,592.6753,626.4571,621.9237,554.7976,600.5544,438.8952,369.2459,1197.786,2580.9869,296.5763,717.3787,369.2459,1197.786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,11.0
면목2동,0.73,20108.4391,400.4773,596.8173,825.4454,794.6679,953.7838,832.5404,975.8917,812.5349,971.734,822.366,477.7396,954.0576,449.3978,713.482,1087.4409,960.9302,954.3503,784.9055,780.8451,810.4808,1061.5703,873.5303,658.4266,1555.0234,3645.2472,477.7396,954.0576,658.4266,1555.0234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0
면목4동,1.1,15240.1937,325.7092,446.7494,520.2445,572.716,687.5858,662.6451,848.583,672.6987,608.1388,513.3602,413.1091,794.0713,296.986,548.4596,607.8109,680.5739,737.2208,663.3276,766.0239,594.7783,754.5451,602.2165,543.0374,1379.6026,3129.8204,413.1091,794.0713,543.0374,1379.6026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,12.0
면목5동,0.64,11199.5305,260.6403,275.5799,332.5494,402.2866,581.5224,515.8384,567.2708,546.7284,520.3596,385.1001,294.5964,590.7278,238.1401,321.3818,376.0822,460.4484,622.7352,581.3852,553.2037,540.106,516.0976,454.6547,344.0691,918.0264,2147.4197,294.5964,590.7278,344.0691,918.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
면목7동,0.87,14913.182,317.8888,433.3028,549.7039,533.3652,699.6371,678.3731,700.0415,591.3078,667.7831,472.9683,462.1696,813.5697,267.0528,490.7467,716.8853,668.2842,706.817,685.0187,575.7563,595.275,758.4313,635.0436,501.8378,1391.9224,3169.4995,462.1696,813.5697,501.8378,1391.9224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,13.0
상봉1동,0.85,14771.9065,375.1142,411.7966,511.5963,532.739,755.7418,707.3015,677.3001,475.5686,598.3063,591.4619,397.7454,683.8586,306.7661,457.1649,529.0822,702.3589,821.2888,740.4614,683.2624,593.1694,808.1291,722.4999,540.8201,1148.373,2770.7971,397.7454,683.8586,540.8201,1148.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0
상봉2동,0.68,22302.0994,407.2376,959.3622,1276.9652,1402.6815,1300.4802,793.5438,899.0132,815.5986,900.6163,633.9574,392.5656,756.9899,439.9301,1146.4916,1787.2623,1649.2801,1236.093,768.4491,753.3962,712.1697,837.4854,664.3058,524.351,1243.8736,2917.7801,392.5656,756.9899,524.351,1243.8736,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,7.0
중화1동,0.68,16044.226,347.8065,401.1697,602.4768,693.9848,842.7219,677.3992,713.908,510.1297,711.3892,542.8611,490.8199,860.155,370.8577,532.6976,594.9682,833.124,690.0771,613.4052,679.9703,623.6116,804.8571,782.2403,593.6428,1529.9523,3474.57,490.8199,860.155,593.6428,1529.9523,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,6.0
중화2동,0.98,23903.8617,513.7045,611.2868,884.8157,971.3537,1166.8506,1054.9429,1105.4616,947.3269,1181.9721,999.8693,643.4577,1359.5483,368.2354,830.4565,1025.2791,1096.4235,1220.5668,906.9003,981.1624,947.5282,1121.8192,1138.1797,804.3037,2022.4168,4829.7265,643.4577,1359.5483,804.3037,2022.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
묵1동,1.2,24050.1108,680.4697,643.8504,839.3837,852.5134,935.31,994.0948,1131.1182,938.0582,986.9572,731.9328,587.1733,1355.0215,525.7019,1078.342,1101.9507,1052.5963,1128.7413,1046.7696,1135.5347,1153.3454,1265.329,975.7369,793.4168,2116.763,4852.3746,587.1733,1355.0215,793.4168,2116.763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,18.0
묵2동,0.7,16387.3723,397.0773,532.0989,601.4831,655.995,734.886,693.451,702.1561,633.5533,719.4432,581.1558,388.9413,798.2902,324.0384,935.3524,940.5453,720.3225,775.284,705.5806,669.5063,643.6428,875.5571,637.6078,493.56,1227.8439,2908.6354,388.9413,798.2902,493.56,1227.8439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0
망우3동,0.99,10707.4132,222.9077,292.6212,418.0808,432.5172,438.097,358.5417,492.1928,434.1535,524.5668,462.1341,327.7228,598.8415,195.4122,378.0635,418.3568,440.7129,480.6951,402.6252,401.1615,505.4608,648.9175,480.8821,370.9114,981.8371,2279.3128,327.7228,598.8415,370.9114,981.8371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
신내1동,2.53,28945.1322,856.939,710.9665,951.0007,995.9787,1335.8093,1266.6634,1454.3602,1190.783,1249.6094,970.8518,756.6331,1465.3046,987.7235,777.4754,906.014,1182.0627,1570.2741,1420.4617,1438.8779,1173.4972,1576.9575,1295.8853,984.4904,2426.5128,5632.9409,756.6331,1465.3046,984.4904,2426.5128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,23.0
신내2동,0.99,12766.6629,375.4018,282.4152,341.0925,486.1405,580.8219,599.7807,496.3816,502.9622,517.509,519.4536,359.0886,796.7697,267.5908,308.0808,421.6812,545.1039,597.7351,631.138,637.0938,542.13,703.9602,634.1159,512.5835,1107.6324,2776.0742,359.0886,796.7697,512.5835,1107.6324,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,11.0
면목본동,1.01,29418.4164,588.6309,920.539,1394.1265,1368.864,1381.7733,1101.5023,1157.9507,1216.5604,1314.2714,1050.2196,682.2696,1279.3265,602.574,1017.5227,1605.2005,1609.053,1487.0128,1183.4136,1091.4823,1325.8008,1586.7552,1259.7459,776.8852,2416.9362,5155.4175,682.2696,1279.3265,776.8852,2416.9362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,10.0
면목3.8동,1.67,20552.3281,335.2408,683.8088,879.2834,818.7719,938.2412,881.0504,924.5469,816.601,913.9541,663.357,531.1486,1107.6729,427.3976,872.7692,983.5366,980.56,918.7147,758.617,892.8127,907.4885,990.6278,839.0126,686.4113,1800.7031,4125.9359,531.1486,1107.6729,686.4113,1800.7031,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,11.0
망우본동,2.88,36013.6698,929.7151,926.2016,1239.8742,1484.8701,1758.1219,1670.1216,1757.631,1434.0522,1465.9227,1164.3666,878.0075,1907.1307,845.6824,1143.2222,1565.4238,1707.8573,2017.4447,1791.6996,1789.7531,1361.6141,1651.7385,1463.2881,1142.6418,2917.289,6845.069,878.0075,1907.1307,1142.6418,2917.289,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,13.0,19.0
돈암1동,0.49,11092.5327,326.3999,342.729,288.9953,292.7127,493.4225,410.6954,429.602,495.3677,472.8484,365.1283,283.1708,674.5868,339.7602,508.8574,434.5343,387.675,538.3012,452.0064,503.431,563.491,605.2975,489.0368,331.9248,1062.5583,2352.2407,283.1708,674.5868,331.9248,1062.5583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
돈암2동,0.48,14937.3688,626.2034,393.3807,419.5338,424.6906,559.8614,700.8036,693.5062,690.3612,564.3985,417.5605,355.5539,686.3968,499.6231,610.8962,527.3916,539.7772,743.1259,774.6569,832.9058,773.2016,798.3629,596.1174,444.8534,1264.2062,2751.0103,355.5539,686.3968,444.8534,1264.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
안암동,1.33,25698.5308,1913.8917,3296.1734,2089.7084,787.2405,734.6539,537.9495,577.4128,562.7182,632.5292,434.1207,292.2767,632.5436,1647.4447,4299.774,1823.0308,749.8044,686.2261,504.2687,449.0963,582.5699,560.8988,426.5458,356.9502,1120.7025,2402.473,292.2767,632.5436,356.9502,1120.7025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0
보문동,0.56,14613.8551,284.9709,629.8495,668.2747,538.8519,565.9194,562.2346,674.6996,618.8841,590.1374,399.5368,305.0164,607.4995,368.1333,988.4016,821.2761,690.5783,730.951,587.3165,604.679,643.753,670.8752,529.2481,371.6519,1161.1163,2445.2841,305.0164,607.4995,371.6519,1161.1163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,10.0
정릉1동,0.44,12445.9702,407.3959,341.1941,369.7348,302.5307,520.7638,550.6359,594.4824,580.3231,488.6975,350.101,261.565,629.6322,552.6877,458.3749,417.2843,406.8742,669.9986,657.6963,779.3677,657.4214,544.9282,472.7552,343.2986,1088.2267,2322.7225,261.565,629.6322,343.2986,1088.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0
정릉2동,1.17,17930.7897,536.8297,647.7625,576.6839,478.866,708.1448,741.6326,770.3906,815.0879,802.6285,563.1704,453.5103,1019.7466,525.6762,889.8397,723.4642,643.3722,872.7418,905.2109,845.3457,808.8348,965.4802,746.8293,548.7862,1340.7547,3362.7978,453.5103,1019.7466,548.7862,1340.7547,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,16.0
정릉3동,3.71,16154.8987,925.7208,2325.8156,1071.6182,488.6063,447.7642,343.809,324.6164,424.2116,423.5935,332.6217,229.024,563.1641,1051.5589,2309.7089,821.5389,432.1801,406.0501,303.5384,418.3967,392.4469,456.8659,369.7998,333.5737,958.675,2084.4368,229.024,563.1641,333.5737,958.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
정릉4동,3.13,16858.0246,577.6176,736.0969,544.7328,426.3831,566.4497,682.8602,682.9436,683.6843,692.6319,546.0313,335.525,907.7367,711.5132,1137.0946,548.1951,447.1601,758.8058,702.5058,801.1645,845.1663,753.9875,592.055,568.2208,1609.4628,3420.9453,335.525,907.7367,568.2208,1609.4628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0
길음1동,0.79,31504.8763,1540.6586,915.5148,778.0817,647.3233,1191.0696,1448.566,1790.2582,1591.5121,1269.9341,729.4354,523.0426,1216.6962,1699.5876,1232.0102,879.6749,854.3866,1661.0357,2012.6586,2314.1185,1807.5252,1338.962,1021.1267,710.8023,2330.8954,4781.4365,523.0426,1216.6962,710.8023,2330.8954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
길음2동,0.58,15744.7761,558.2025,514.2772,416.1264,398.2514,642.7217,748.5387,759.9611,743.2597,704.2058,391.4147,294.7752,758.6637,621.5585,638.7986,550.239,547.6797,815.6556,853.3468,1006.0228,865.2675,706.7516,520.003,414.1335,1274.9214,2742.4938,294.7752,758.6637,414.1335,1274.9214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
월곡1동,0.81,25615.3185,1169.7989,956.5767,816.0518,719.4148,1061.4905,1181.9858,1180.4105,1221.6167,1146.3799,707.6723,517.8097,1147.5904,1060.7399,1155.5872,861.6537,889.3722,1136.7758,1290.1625,1423.0614,1232.9295,1095.9316,914.1942,699.1796,2028.9329,4393.5126,517.8097,1147.5904,699.1796,2028.9329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0
월곡2동,1.36,19896.9426,539.0513,716.6481,893.0057,734.8893,831.7278,676.2881,761.09,640.9694,842.0006,592.1211,409.8307,973.31,737.9191,1778.5427,1082.1236,806.4822,880.8194,720.176,798.5914,796.8375,817.7691,674.9647,524.6849,1667.0999,3574.9255,409.8307,973.31,524.6849,1667.0999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,12.0
장위1동,0.7,20319.0924,541.8174,533.3575,663.1656,692.7193,894.4045,883.8186,1028.6809,788.6995,946.9586,779.2245,498.1312,987.7924,574.2958,645.901,794.391,847.4047,910.471,1036.577,886.9315,1038.8373,1126.4888,818.0247,648.2887,1752.7109,3886.9232,498.1312,987.7924,648.2887,1752.7109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
장위2동,0.67,14936.3505,399.7556,417.9057,457.6921,620.6977,812.1622,538.6967,679.0068,550.0732,639.6114,443.6214,323.3916,751.9144,332.5573,601.8816,624.4038,741.8731,794.974,632.6136,659.8965,697.1184,682.999,591.9002,490.0427,1451.5615,3016.9102,323.3916,751.9144,490.0427,1451.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
장위3동,0.65,10032.0635,244.8116,341.811,298.3208,307.3492,478.8255,495.0484,438.6999,410.5635,408.721,315.0556,227.6244,515.9068,314.3426,466.441,422.5338,400.543,623.2948,502.5812,471.4229,496.3482,491.7987,363.6625,272.0624,724.2947,1739.8883,227.6244,515.9068,272.0624,724.2947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0
성북동,2.86,17718.9405,662.3034,552.3892,641.7734,622.9742,680.5112,647.1098,844.773,628.6702,742.5599,551.3267,368.5476,879.2384,570.6612,901.4534,819.437,680.9003,883.9561,824.8875,849.5708,841.2767,855.8685,707.3472,509.4929,1451.9119,3209.1908,368.5476,879.2384,509.4929,1451.9119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0
삼선동,0.92,26394.4857,834.2076,1514.2905,1279.4449,833.7207,1033.3573,984.9474,1031.0145,1027.5596,1074.1268,659.8484,448.308,875.1575,1142.3791,2539.2389,1561.2047,1089.4067,1106.2558,1060.133,1092.5603,1169.8287,1055.2322,834.931,572.0227,1575.3094,3470.7976,448.308,875.1575,572.0227,1575.3094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,10.0
